age,potential,growth,hieght,weight,foot,pos1,base_potential,market_value_millions,wages_dollars,release_clause
26,74,1,176,70,Right,RB,73,3.3,12000.0,5.5
26,75,1,175,71,Right,CM,74,4.9,39000.0,9.7
26,75,1,184,78,Left,ST,74,5.0,9000.0,0.0
31,74,0,187,92,Right,CB,74,2.9,8000.0,4.4
26,72,2,196,92,Right,GK,70,1.5,3000.0,2.7
26,76,0,172,65,Right,LW,76,8.0,34000.0,15.2
30,74,0,195,88,Right,CB,74,3.5,20000.0,6.3
33,75,0,190,68,Right,LW,75,3.5,10000.0,5.3
26,73,1,181,73,Left,LB,72,2.5,10000.0,5.2
29,82,0,192,84,Right,GK,82,21.0,51000.0,35.7
28,75,0,189,88,Right,ST,75,6.0,56000.0,0.0
28,68,0,170,66,Right,CAM,68,1.2,17000.0,2.3
29,75,0,182,80,Right,CM,75,5.5,39000.0,9.4
28,76,2,189,80,Right,CB,74,4.2,22000.0,7.9
28,69,2,201,81,Right,GK,67,0.875,4000.0,1.6
19,69,13,178,71,Left,CM,56,0.08,2000.0,0.0
29,69,0,175,68,Right,ST,69,1.4,5000.0,2.1
27,60,0,175,70,Right,LM,60,0.25,2000.0,0.438
27,69,0,178,73,Right,LW,69,1.5,8000.0,3.2
30,71,0,181,84,Left,CDM,71,1.6,13000.0,2.4
32,76,0,196,92,Right,GK,76,3.7,17000.0,7.4
31,81,0,183,77,Right,CM,81,21.0,19000.0,42.0
28,77,0,178,76,Right,CB,77,9.0,20000.0,12.6
36,77,0,189,88,Right,GK,77,1.2,10000.0,1.7
29,74,0,186,80,Left,CB,74,3.5,8000.0,5.3
28,68,0,178,71,Right,ST,68,1.2,10000.0,2.1
28,74,0,177,73,Left,CB,74,3.6,12000.0,5.4
27,71,0,180,75,Right,ST,71,2.0,7000.0,4.2
28,73,0,187,77,Left,CM,73,3.0,17000.0,6.6
29,80,1,191,93,Right,GK,79,13.5,41000.0,24.0
33,74,0,187,80,Right,CB,74,2.0,12000.0,3.3
35,74,0,170,69,Right,LB,74,1.3,11000.0,1.8
37,71,0,177,75,Right,CM,71,0.6,6000.0,0.87
28,73,0,178,76,Left,LM,73,3.1,1000.0,6.8
29,74,0,185,80,Right,CB,74,3.5,15000.0,6.3
31,75,0,174,67,Right,CM,75,4.6,15000.0,6.9
34,69,0,175,70,Right,RM,69,0.65,7000.0,0.943
27,74,0,186,80,Left,ST,74,4.6,14000.0,5.8
30,72,0,180,70,Left,RM,72,2.3,7000.0,3.3
32,66,0,185,75,Right,ST,66,0.7,4000.0,1.1
29,74,1,183,80,Right,CB,73,2.8,10000.0,4.7
31,65,0,193,87,Right,CB,65,0.5,4000.0,0.975
27,69,0,193,89,Left,CB,69,1.3,15000.0,2.5
28,74,0,190,85,Left,ST,74,4.3,44000.0,0.0
29,73,0,181,78,Right,RW,73,3.0,15000.0,4.2
31,77,0,192,87,Right,GK,77,5.5,41000.0,9.4
31,79,0,182,75,Right,RWB,79,12.5,48000.0,21.3
28,68,0,180,82,Right,ST,68,1.2,15000.0,2.3
31,72,0,175,75,Right,RB,72,1.7,9000.0,2.7
28,76,1,194,86,Right,CB,75,5.5,27000.0,10.3
28,72,0,173,72,Right,RM,72,2.4,22000.0,4.6
27,72,0,179,70,Left,LB,72,2.3,13000.0,4.8
28,76,2,191,85,Right,CB,74,4.2,13000.0,7.0
26,69,0,172,67,Right,LW,69,1.5,22000.0,0.0
32,73,0,180,77,Right,CB,73,2.0,24000.0,3.4
27,69,1,180,73,Left,LB,68,1.3,7000.0,2.0
28,65,0,169,71,Right,ST,65,0.725,3000.0,0.979
28,70,0,196,90,Right,ST,70,1.6,16000.0,2.6
28,71,1,191,73,Right,GK,70,1.3,18000.0,2.6
32,70,0,178,72,Right,CAM,70,1.3,13000.0,2.2
28,71,0,175,73,Right,CAM,71,1.9,15000.0,2.9
28,69,0,176,72,Left,RM,69,1.4,10000.0,3.1
27,72,0,171,67,Right,CAM,72,2.5,14000.0,5.3
30,77,0,182,76,Right,CM,77,10.0,30000.0,21.0
29,78,0,187,83,Right,CB,78,12.0,38000.0,22.8
28,76,0,181,81,Right,CDM,76,6.5,31000.0,12.4
28,69,0,183,75,Left,LB,69,1.3,5000.0,2.1
28,74,2,193,83,Right,GK,72,2.0,11000.0,4.0
28,74,1,181,73,Right,CB,73,2.9,9000.0,4.9
28,75,1,184,80,Right,CB,74,4.0,25000.0,6.9
30,74,0,183,78,Right,ST,74,4.1,31000.0,7.0
28,73,0,177,72,Right,RB,73,2.8,18000.0,5.6
29,78,0,181,84,Right,ST,78,14.0,67000.0,0.0
27,66,0,185,73,Right,RM,66,0.9,5000.0,1.3
30,70,0,184,66,Right,CB,70,1.3,5000.0,2.3
29,72,0,183,72,Right,LB,72,2.1,29000.0,4.0
27,77,0,169,62,Left,CF,77,11.5,11000.0,17.3
28,64,0,175,75,Left,LB,64,0.525,2000.0,0.919
32,72,0,172,62,Left,LW,72,1.9,7000.0,2.4
29,78,0,181,78,Left,RW,78,14.0,49000.0,26.6
28,72,0,180,72,Left,LB,72,2.1,1000.0,4.6
29,68,0,183,75,Right,RB,68,1.1,8000.0,2.1
30,75,0,188,88,Right,ST,75,5.5,6000.0,8.8
32,85,0,195,78,Left,GK,85,26.5,54000.0,42.4
33,67,0,177,75,Right,RWB,67,0.525,500.0,1.2
31,65,0,180,70,Right,CM,65,0.575,3000.0,0.891
32,74,0,178,72,Right,RB,74,2.9,27000.0,5.5
27,77,0,188,85,Right,ST,77,11.5,47000.0,19.6
29,81,0,191,91,Right,GK,81,17.5,25000.0,36.8
36,67,0,193,82,Right,ST,67,0.35,2000.0,0.613
26,66,1,173,73,Right,CM,65,0.825,700.0,1.3
31,76,0,188,87,Left,CB,76,5.0,26000.0,8.0
28,78,2,196,85,Right,GK,76,6.5,14000.0,12.2
28,73,1,186,87,Left,CB,72,2.2,11000.0,3.7
28,78,0,176,79,Left,LB,78,12.5,63000.0,23.8
30,73,0,194,90,Right,GK,73,2.0,10000.0,3.2
28,71,0,195,83,Right,CB,71,1.6,17000.0,2.4
29,76,0,182,75,Right,LB,76,6.5,40000.0,11.1
28,76,0,180,73,Right,CM,76,7.5,69000.0,0.0
28,71,0,176,75,Left,LWB,71,1.7,21000.0,3.4
29,68,0,173,71,Right,CAM,68,1.2,14000.0,2.3
27,76,2,188,70,Right,GK,74,3.9,23000.0,7.7
35,70,0,178,76,Left,LB,70,0.5,3000.0,0.725
26,69,0,190,82,Right,CB,69,1.3,15000.0,2.5
28,65,0,179,79,Right,CM,65,0.725,6000.0,1.3
26,64,1,184,78,Right,CAM,63,0.575,1000.0,1.0
33,73,0,178,71,Left,ST,73,1.9,22000.0,3.4
28,76,1,190,84,Right,CB,75,5.5,72000.0,9.8
29,79,0,188,84,Right,GK,79,12.0,20000.0,25.2
28,74,0,185,72,Right,CB,74,3.6,37000.0,7.2
30,74,0,189,70,Right,CM,74,4.0,17000.0,6.4
30,75,0,179,72,Right,CDM,75,4.7,71000.0,8.7
29,66,0,169,71,Left,LB,66,0.75,6000.0,1.4
28,66,0,184,76,Right,CDM,66,0.75,6000.0,1.3
28,73,0,184,73,Right,RB,73,2.8,18000.0,5.6
34,70,0,174,64,Left,LB,70,0.575,6000.0,0.92
29,75,0,183,80,Right,CDM,75,4.8,24000.0,8.6
28,78,1,182,81,Right,CB,77,10.0,32000.0,19.8
29,72,0,189,84,Right,CAM,72,2.3,10000.0,3.7
29,70,0,175,68,Right,RM,70,1.6,11000.0,3.1
28,69,0,179,75,Right,CB,69,1.2,4000.0,1.7
29,77,0,185,77,Left,RW,77,10.5,11000.0,15.2
30,79,0,196,77,Left,CB,79,14.5,76000.0,27.6
30,79,0,181,69,Left,LB,79,15.0,42000.0,24.0
33,72,0,186,84,Right,CB,72,1.1,6000.0,1.7
29,75,0,181,76,Left,LB,75,4.9,23000.0,0.0
27,67,2,188,70,Right,GK,65,0.65,1000.0,1.2
29,79,0,184,85,Right,CDM,79,15.0,68000.0,28.5
30,81,0,179,73,Right,LM,81,25.0,19000.0,50.0
28,75,1,190,88,Right,CB,74,4.0,21000.0,7.5
31,76,0,191,90,Right,RB,76,5.5,41000.0,11.0
33,67,0,197,83,Right,CB,67,0.475,7000.0,0.831
29,73,0,185,75,Right,CB,73,2.5,32000.0,4.8
29,73,0,171,63,Right,CAM,73,3.0,21000.0,5.4
30,74,0,183,72,Right,RB,74,3.6,25000.0,7.6
27,61,0,175,75,Right,CM,61,0.35,2000.0,0.613
31,75,0,182,81,Right,RWB,75,4.1,28000.0,7.0
31,70,0,185,88,Right,ST,70,1.3,9000.0,2.5
30,71,0,182,77,Right,CDM,71,1.6,11000.0,2.4
28,70,0,185,73,Right,CAM,70,1.6,11000.0,3.0
28,72,0,184,75,Right,ST,72,2.4,10000.0,4.3
32,78,0,193,89,Right,GK,78,7.0,37000.0,11.9
31,74,0,178,78,Right,RB,74,3.1,16000.0,6.2
34,73,0,188,85,Right,GK,73,0.525,6000.0,0.814
31,70,0,193,82,Right,GK,70,0.85,33000.0,1.6
29,72,0,193,87,Right,ST,72,2.3,7000.0,3.6
33,78,0,182,71,Right,ST,78,9.0,22000.0,12.6
30,70,0,182,73,Left,CM,70,1.5,16000.0,2.9
29,66,0,174,71,Right,RWB,66,0.75,500.0,1.6
33,76,0,180,80,Right,RB,76,3.9,17000.0,5.9
29,74,0,185,70,Left,LB,74,3.7,37000.0,7.4
32,75,0,188,81,Right,ST,75,4.6,69000.0,8.7
29,64,0,180,70,Right,RB,64,0.525,5000.0,0.919
31,61,0,186,78,Right,ST,61,0.275,2000.0,0.481
30,74,0,181,77,Left,CF,74,4.1,17000.0,7.4
28,65,0,177,68,Left,LB,65,0.65,5000.0,1.1
30,75,0,181,75,Right,CM,75,5.5,1000.0,12.1
29,80,0,175,69,Right,CM,80,20.5,35000.0,43.1
28,60,0,185,78,Left,CM,60,0.25,3000.0,0.438
28,75,0,172,72,Left,LB,75,5.0,1000.0,11.0
30,72,0,176,76,Right,CDM,72,2.0,14000.0,3.8
31,80,0,172,69,Right,CAM,80,17.5,31000.0,35.0
30,77,0,181,76,Left,CB,77,8.5,65000.0,16.2
29,73,0,170,71,Right,LM,73,3.0,25000.0,5.1
30,76,0,183,78,Right,RWB,76,6.5,72000.0,11.1
30,78,0,193,85,Right,GK,78,9.5,32000.0,18.1
28,67,0,173,67,Right,LM,67,1.0,5000.0,1.8
30,76,0,184,72,Right,CB,76,6.0,38000.0,10.2
28,75,0,178,70,Right,CM,75,5.5,27000.0,7.2
32,76,0,180,72,Right,RM,76,6.0,17000.0,9.0
31,73,0,186,80,Right,CDM,73,2.1,36000.0,4.0
30,77,0,181,82,Right,CAM,77,10.0,29000.0,17.0
29,73,0,185,71,Left,ST,73,3.0,38000.0,5.7
28,79,0,180,77,Left,RM,79,17.5,87000.0,33.3
30,71,0,184,81,Right,ST,71,1.8,8000.0,2.5
29,64,0,175,73,Right,CM,64,0.575,2000.0,0.891
29,70,0,187,80,Right,CB,70,1.3,6000.0,2.1
28,74,0,174,73,Right,CF,74,4.3,36000.0,7.3
30,74,0,175,60,Right,CAM,74,4.1,8000.0,5.1
32,71,0,182,76,Right,CM,71,1.5,16000.0,3.0
31,81,0,187,79,Right,CDM,81,18.0,30000.0,37.8
28,71,0,177,69,Left,LB,71,1.7,6000.0,2.5
36,75,0,181,77,Right,ST,75,1.9,4000.0,2.7
28,70,0,168,58,Left,ST,70,1.6,15000.0,2.5
32,61,0,187,82,Left,CM,61,0.25,2000.0,0.388
31,78,0,184,75,Right,RB,78,10.0,69000.0,19.0
31,72,0,176,74,Right,ST,72,2.0,12000.0,3.0
30,77,0,184,76,Right,CM,77,10.0,40000.0,19.0
28,65,0,183,73,Right,CAM,65,0.725,6000.0,1.3
28,77,0,186,76,Left,RW,77,10.5,30000.0,22.1
22,62,5,194,95,Right,GK,57,0.1,2000.0,0.0
30,65,0,175,74,Right,LM,65,0.7,4000.0,1.2
33,77,0,188,77,Right,CB,77,5.0,55000.0,9.5
36,70,0,190,80,Right,GK,70,0.18,22000.0,0.333
31,68,0,189,88,Right,CB,68,0.825,4000.0,1.2
33,64,0,188,84,Right,ST,64,0.375,4000.0,0.656
30,76,0,178,73,Right,ST,76,7.5,62000.0,14.3
35,75,0,170,74,Right,RM,75,2.3,5000.0,3.2
31,72,0,175,65,Right,LM,72,1.9,18000.0,3.8
30,76,0,172,65,Right,CM,76,0.0,0.0,0.0
35,66,0,172,70,Left,LB,66,0.275,4000.0,0.591
32,81,0,196,94,Right,CB,81,16.5,18000.0,33.0
30,78,0,172,69,Right,LM,78,13.5,26000.0,0.0
32,78,0,184,73,Right,CB,78,9.0,24000.0,18.9
33,80,0,171,67,Right,CAM,80,13.0,33000.0,27.3
32,69,0,179,78,Right,LM,69,1.1,5000.0,1.4
32,78,0,182,77,Left,ST,78,0.0,0.0,0.0
29,72,0,188,73,Right,GK,72,1.6,31000.0,3.0
31,73,0,192,88,Right,CB,73,2.1,20000.0,3.8
30,71,0,178,71,Right,ST,71,1.8,20000.0,3.4
31,73,0,183,83,Right,GK,73,1.6,8000.0,3.2
33,60,0,181,82,Left,ST,60,0.16,800.0,0.248
30,75,0,172,69,Right,RB,75,4.8,22000.0,9.1
32,75,0,182,73,Right,ST,75,4.6,23000.0,9.7
33,77,0,171,69,Right,CDM,77,5.0,43000.0,8.5
30,72,0,169,73,Left,RM,72,2.3,850.0,5.1
32,79,0,170,68,Right,CDM,79,11.5,13000.0,17.3
29,75,0,181,78,Right,CAM,75,5.5,41000.0,9.9
31,70,0,192,84,Left,CB,70,1.1,7000.0,1.8
30,71,0,190,84,Right,CB,71,1.5,15000.0,2.4
32,71,0,191,87,Right,GK,71,0.925,13000.0,1.7
30,78,0,179,70,Right,CM,78,13.5,23000.0,28.4
30,76,0,184,77,Right,CM,76,7.0,1000.0,15.4
32,78,0,193,88,Right,GK,78,7.0,17000.0,14.0
31,69,0,175,72,Left,CDM,69,0.975,4000.0,1.8
30,74,1,192,90,Left,GK,73,2.3,12000.0,3.6
28,70,0,172,67,Right,ST,70,1.6,10000.0,3.2
28,79,0,175,70,Right,ST,79,18.0,42000.0,37.8
33,71,0,187,85,Right,LM,71,1.2,9000.0,1.7
30,69,0,185,80,Right,GK,69,0.925,12000.0,1.9
30,70,0,188,82,Right,RB,70,1.4,10000.0,2.7
29,68,0,183,65,Right,CAM,68,1.2,9000.0,2.1
35,77,0,188,85,Right,GK,77,1.2,12000.0,2.5
30,71,0,184,86,Right,CB,71,1.5,8000.0,2.4
30,69,0,182,78,Right,CB,69,1.1,9000.0,2.0
31,74,0,182,80,Right,RWB,74,3.1,45000.0,5.9
30,67,0,178,69,Right,CM,67,0.975,3000.0,1.4
33,80,0,183,81,Right,CB,80,10.0,31000.0,21.0
32,72,0,183,78,Left,CAM,72,1.9,950.0,4.2
30,72,0,182,74,Left,LB,72,2.0,41000.0,3.7
31,68,0,176,71,Left,LWB,68,0.875,12000.0,1.7
28,70,0,173,64,Right,LM,70,1.6,5000.0,2.4
30,69,0,189,79,Right,CB,69,1.1,2000.0,1.8
29,71,1,196,80,Right,GK,70,1.2,18000.0,0.0
33,68,0,179,79,Right,RB,68,0.625,4000.0,0.906
34,73,0,189,83,Right,CB,73,1.0,12000.0,1.5
30,75,0,186,80,Right,CB,75,4.6,36000.0,8.3
31,76,0,188,83,Right,CB,76,5.0,25000.0,9.0
30,69,0,176,82,Right,ST,69,1.4,2000.0,1.9
31,73,0,170,71,Right,CDM,73,2.1,33000.0,3.6
32,66,0,180,69,Right,CDM,66,0.575,9000.0,1.1
32,73,0,175,69,Right,CDM,73,2.0,25000.0,4.0
34,74,0,188,81,Right,GK,74,0.725,18000.0,1.2
32,75,0,176,67,Left,LB,75,3.9,33000.0,0.0
36,78,0,186,76,Right,ST,78,4.8,24000.0,10.1
32,71,0,176,75,Right,ST,71,1.5,750.0,3.2
32,74,0,183,76,Right,CM,74,3.3,17000.0,6.3
34,74,0,192,87,Right,GK,74,0.725,32000.0,1.2
33,75,0,182,74,Left,CAM,75,4.0,18000.0,6.0
36,68,0,191,84,Right,CB,68,0.22,2000.0,0.319
31,69,0,180,74,Right,ST,69,1.2,21000.0,2.3
32,83,0,183,80,Right,CM,83,28.5,61000.0,48.5
30,73,0,185,80,Right,RB,73,2.6,8000.0,3.8
31,71,0,179,81,Right,ST,71,2.1,21000.0,3.0
33,70,0,184,78,Right,CB,70,0.75,8000.0,1.5
32,83,0,189,84,Right,GK,83,18.0,42000.0,30.6
34,70,0,185,84,Right,LM,70,0.75,16000.0,1.4
33,73,0,189,90,Right,ST,73,1.9,17000.0,2.7
32,73,0,180,74,Right,CM,73,2.4,26000.0,4.1
33,71,0,175,68,Right,CAM,71,1.2,10000.0,1.7
33,67,0,179,77,Right,CM,67,0.625,5000.0,1.0
32,75,0,193,86,Left,CB,75,3.6,28000.0,6.1
32,71,0,183,76,Right,RM,71,1.5,28000.0,3.0
34,76,0,186,77,Right,CB,76,2.4,18000.0,5.0
33,67,0,176,68,Right,LB,67,0.525,4000.0,1.1
36,78,0,190,80,Right,GK,78,1.6,13000.0,3.4
32,73,0,174,61,Right,RB,73,2.1,22000.0,4.4
34,80,0,182,78,Right,RB,80,7.5,31000.0,15.8
29,80,0,172,75,Left,LM,80,20.5,85000.0,0.0
35,66,0,190,80,Right,CB,66,0.23,2000.0,0.311
31,68,0,186,83,Left,ST,68,1.0,12000.0,1.8
32,78,0,191,80,Right,GK,78,7.0,15000.0,12.6
33,78,0,180,72,Left,CB,78,6.5,26000.0,13.7
31,72,0,179,74,Right,RB,72,1.7,5000.0,2.2
32,61,0,175,73,Right,RW,61,0.25,2000.0,0.438
30,78,0,173,71,Right,RW,78,13.5,21000.0,18.9
30,62,0,179,73,Right,RB,62,0.2,4000.0,0.0
30,66,0,191,90,Right,ST,66,0.85,5000.0,1.5
33,74,0,187,78,Right,CAM,74,2.6,18000.0,5.7
30,70,0,176,81,Right,CM,70,1.5,13000.0,2.3
30,71,0,186,85,Right,GK,71,0.0,0.0,0.0
28,71,1,191,76,Right,CB,70,1.5,22000.0,2.5
30,74,0,181,76,Left,LB,74,3.6,24000.0,6.5
31,82,0,189,83,Right,GK,82,16.0,76000.0,30.4
32,78,0,189,83,Right,CB,78,9.0,32000.0,16.2
32,74,0,183,78,Right,ST,74,3.4,24000.0,6.5
32,72,0,185,82,Right,CB,72,1.5,13000.0,2.9
32,68,0,186,75,Left,ST,68,0.975,2000.0,1.6
31,70,0,185,78,Right,CM,70,1.3,8000.0,1.9
30,80,0,173,66,Right,RW,80,0.0,0.0,0.0
32,73,0,188,82,Right,GK,73,1.5,10000.0,2.3
32,73,0,190,88,Right,GK,73,1.5,25000.0,2.9
37,65,0,179,73,Right,CAM,65,0.23,2000.0,0.357
33,61,0,178,66,Left,LWB,61,0.17,1000.0,0.298
33,76,0,171,68,Right,CAM,76,4.7,30000.0,8.9
32,62,0,170,68,Right,RB,62,0.275,1000.0,0.344
32,69,0,188,74,Left,CM,69,1.1,9000.0,2.0
22,62,5,194,95,Right,GK,57,0.1,2000.0,0.0
30,65,0,175,74,Right,LM,65,0.7,4000.0,1.2
33,77,0,188,77,Right,CB,77,5.0,55000.0,9.5
32,74,0,190,83,Right,LM,74,3.3,18000.0,6.9
33,79,0,188,93,Right,GK,79,5.5,28000.0,11.0
27,73,0,176,69,Left,CM,73,2.9,60000.0,0.0
31,67,0,172,73,Left,CM,67,0.825,15000.0,1.7
37,72,0,175,71,Left,LB,72,0.525,9000.0,0.788
31,72,0,174,76,Left,LB,72,1.7,27000.0,3.2
33,73,0,185,84,Right,ST,73,1.9,39000.0,3.8
36,73,0,198,90,Right,GK,73,0.35,22000.0,0.665
35,73,0,186,84,Right,RB,73,0.925,16000.0,1.6
32,66,0,183,78,Right,ST,66,0.5,4000.0,0.0
39,76,0,191,81,Right,CB,76,1.3,9000.0,2.6
34,79,0,183,73,Right,CM,79,8.0,42000.0,15.2
37,72,0,178,78,Right,CM,72,0.75,7000.0,1.1
30,76,0,186,80,Left,CB,76,5.5,50000.0,0.0
36,79,0,189,88,Left,CB,79,3.1,20000.0,4.7
35,77,0,180,79,Right,CAM,77,4.3,16000.0,9.0
34,77,0,186,75,Left,CB,77,0.0,0.0,0.0
38,71,0,178,80,Left,LM,71,0.6,500.0,1.3
34,72,0,184,77,Right,RB,72,0.85,19000.0,1.3
36,75,0,172,69,Right,ST,75,1.9,18000.0,3.8
36,70,0,184,79,Right,ST,70,0.55,3000.0,0.688
36,71,0,166,64,Right,CDM,71,0.375,2000.0,0.506
35,73,0,194,85,Right,ST,73,1.3,15000.0,2.0
33,71,0,186,79,Right,CDM,71,0.925,11000.0,1.9
31,79,0,185,78,Right,RB,79,12.5,59000.0,21.3
35,80,0,190,84,Left,GK,80,2.3,33000.0,3.9
36,74,0,185,91,Right,CB,74,0.75,41000.0,1.5
33,72,0,184,81,Right,ST,72,2.0,13000.0,3.0
35,75,0,173,66,Right,CAM,75,2.3,57000.0,4.4
32,71,0,175,72,Right,ST,71,1.5,6000.0,2.3
33,78,0,180,77,Right,CM,78,6.0,20000.0,12.9
39,72,0,180,72,Right,CB,72,0.425,15000.0,0.723
33,71,0,186,82,Right,CDM,71,0.925,6000.0,1.2
32,75,0,183,79,Right,ST,75,4.6,30000.0,8.3
36,73,0,170,68,Right,CDM,73,0.0,0.0,0.0
34,69,0,193,79,Left,ST,69,0.675,4000.0,1.2
38,70,0,173,73,Right,RB,70,0.35,500.0,0.753
36,75,0,179,87,Right,RM,75,1.8,950.0,4.0
33,69,0,175,74,Right,RM,69,0.875,19000.0,1.6
33,69,0,190,86,Left,GK,69,0.45,3000.0,0.698
36,70,0,191,90,Right,CB,70,0.275,7000.0,0.55
33,72,0,169,61,Left,CM,72,1.4,15000.0,2.6
36,73,0,159,54,Right,CAM,73,1.0,6000.0,1.5
34,74,0,190,94,Right,CB,74,1.4,25000.0,2.5
31,77,0,194,92,Right,ST,77,8.0,19000.0,12.4
34,81,0,187,91,Right,CB,81,8.5,37000.0,12.8
35,82,0,183,76,Right,CDM,82,8.5,25000.0,17.9
35,70,0,186,90,Right,ST,70,0.675,500.0,1.5
28,85,0,175,66,Right,LM,85,39.0,30000.0,78.0
36,79,0,190,85,Right,CB,79,3.1,26000.0,5.9
34,76,0,163,61,Right,CAM,76,3.5,20000.0,6.0
34,71,0,173,79,Left,ST,71,0.9,9000.0,1.4
29,61,0,183,76,Left,LB,61,0.3,2000.0,0.375
34,67,0,190,89,Right,CB,67,0.325,3000.0,0.471
33,69,0,176,75,Right,CM,69,0.85,12000.0,1.7
33,72,0,178,76,Left,RW,72,1.5,7000.0,2.2
32,72,0,192,90,Right,GK,72,1.2,13000.0,2.5
31,68,0,178,80,Right,CDM,68,0.85,11000.0,1.6
32,66,0,180,69,Right,CDM,66,0.575,9000.0,1.1
32,73,0,175,69,Right,CDM,73,2.0,25000.0,4.0
36,73,0,184,79,Left,CAM,73,0.325,4000.0,0.0
35,74,0,185,80,Right,CB,74,0.575,15000.0,0.0
28,67,6,180,81,Right,CF,61,0.0,0.0,0.0
41,60,0,188,88,Left,GK,60,0.025,1000.0,0.044
38,65,0,193,83,Right,GK,65,0.08,11000.0,0.148
17,83,20,183,69,Left,CAM,63,1.3,2000.0,3.7
22,70,9,195,87,Left,CB,61,0.7,850.0,1.0
20,71,10,176,76,Left,LB,61,0.675,1000.0,1.1
21,78,14,183,76,Left,LB,64,1.4,4000.0,3.8
21,59,7,172,64,Left,LB,52,0.15,800.0,0.218
20,80,13,176,73,Right,LW,67,2.5,500.0,7.1
16,61,14,167,65,Right,ST,47,0.11,500.0,0.217
22,79,8,185,78,Right,CM,71,4.2,5000.0,9.7
16,79,23,193,82,Right,CB,56,0.425,500.0,1.1
17,75,18,171,69,Right,CM,57,0.4,500.0,0.75
16,80,20,168,69,Right,ST,60,0.675,500.0,2.2
18,74,14,180,70,Right,CB,60,0.525,900.0,1.1
20,72,10,198,88,Right,ST,62,0.875,12000.0,1.7
21,66,7,183,78,Right,RB,59,0.425,900.0,0.723
18,72,11,170,65,Right,LM,61,0.7,550.0,1.2
17,80,20,188,89,Right,ST,60,0.675,500.0,2.2
17,81,18,185,73,Right,ST,63,1.2,4000.0,3.0
17,76,19,194,84,Right,ST,57,0.4,500.0,0.75
17,78,22,174,69,Right,RM,56,0.45,500.0,1.0
18,80,19,185,69,Left,CB,61,0.775,500.0,2.2
17,74,21,176,72,Left,CM,53,0.3,500.0,0.675
17,80,20,183,71,Right,RB,60,0.65,500.0,2.0
17,73,18,175,68,Left,LW,55,0.325,500.0,0.609
17,78,19,185,80,Right,RM,59,0.55,500.0,1.2
22,74,10,193,86,Right,GK,64,1.1,2000.0,2.4
17,80,21,179,75,Left,LB,59,0.675,500.0,1.6
17,72,17,184,73,Right,ST,55,0.325,500.0,0.609
37,68,0,170,63,Right,LW,68,0.24,20000.0,0.54
29,79,0,186,76,Right,ST,79,5.5,90000.0,0.0
35,69,0,196,95,Right,CB,69,0.25,4000.0,0.375
37,79,0,175,69,Right,ST,79,3.7,10000.0,5.9
41,70,0,169,68,Right,ST,70,0.0,5000.0,0.0
33,77,0,184,77,Right,RB,77,2.9,70000.0,0.0
36,70,0,183,77,Right,CB,70,0.0,20000.0,0.0
36,81,0,179,67,Right,CDM,81,5.0,86000.0,9.3
37,77,0,175,70,Right,CM,77,3.3,52000.0,6.3
40,69,0,186,83,Right,GK,69,0.15,10000.0,0.285
31,64,0,172,69,Right,RM,64,0.4,2000.0,0.0
33,83,0,170,72,Right,CAM,83,15.5,50000.0,29.5
39,72,0,193,79,Right,GK,72,0.25,16000.0,0.425
33,81,0,190,88,Right,CB,81,7.5,80000.0,0.0
38,75,0,190,90,Right,GK,75,0.625,500.0,1.4
36,85,6,193,85,Right,ST,79,0.0,0.0,0.0
34,76,0,174,69,Right,CF,76,4.1,29000.0,7.0
31,61,0,181,76,Right,CDM,61,0.07,2000.0,0.0
38,77,0,172,70,Right,RB,77,2.3,71000.0,4.7
34,74,0,165,63,Right,RM,74,2.0,30000.0,3.8
34,76,0,185,77,Right,CAM,76,3.4,7000.0,5.8
37,65,0,188,86,Right,GK,65,0.08,11000.0,0.148
25,69,7,188,74,Right,CF,62,0.0,0.0,0.0
39,69,0,183,80,Right,CDM,69,0.275,7000.0,0.523
36,75,0,184,86,Right,ST,75,1.9,44000.0,3.6
38,73,0,180,80,Right,ST,73,1.0,11000.0,1.5
33,79,0,185,85,Left,CM,79,11.0,21000.0,17.1
39,73,0,180,75,Left,CAM,73,1.0,3000.0,1.3
39,80,0,180,82,Right,CF,80,1.5,60000.0,0.0
33,80,12,188,71,Right,CF,68,0.0,0.0,0.0
34,78,0,177,77,Right,CDM,78,0.825,20000.0,0.0
33,76,0,175,80,Right,CF,76,3.4,40000.0,0.0
34,78,0,187,71,Left,ST,78,5.5,20000.0,7.7
33,76,0,178,70,Right,LM,76,1.9,35000.0,0.0
33,85,4,182,78,Left,CAM,81,0.0,0.0,0.0
37,79,0,184,84,Right,ST,79,1.3,80000.0,0.0
35,80,0,191,92,Right,CM,80,6.0,2000.0,12.6
35,79,0,188,74,Right,CDM,79,3.0,90000.0,5.5
38,73,0,170,65,Right,CM,73,1.0,8000.0,1.8
40,74,0,172,72,Left,CAM,74,0.0,35000.0,0.0
33,91,14,183,95,Right,ST,77,0.0,0.0,0.0
40,78,0,179,75,Right,RM,78,0.0,18000.0,0.0
32,70,0,174,68,Right,ST,70,0.85,20000.0,0.0
33,70,0,180,73,Right,ST,70,1.1,10000.0,0.0
33,67,0,185,75,Right,CM,67,0.25,500.0,0.0
36,73,0,184,79,Left,CAM,73,0.325,4000.0,0.0
35,74,0,185,80,Right,CB,74,0.575,15000.0,0.0
