age,potential,growth,hieght,weight,foot,pos1,base_potential,market_value_millions,wages_dollars,release_clause
35,72,0,179,76,Right,CM,72,0.95,2000.0,1.5
35,70,0,180,80,Left,ST,70,0.675,4000.0,0.979
25,70,3,181,76,Left,LWB,67,1.2,4000.0,1.8
18,62,11,191,81,Right,GK,51,0.11,500.0,0.171
26,71,4,194,91,Right,GK,67,1.1,5000.0,2.2
27,66,0,170,65,Right,RW,66,0.9,500.0,1.9
22,69,11,193,82,Right,CB,58,0.425,650.0,0.765
19,62,13,179,64,Right,CB,49,0.1,1000.0,0.228
22,74,8,178,73,Right,CAM,66,1.9,3000.0,0.0
31,69,0,186,77,Right,CB,69,0.95,7000.0,1.9
23,76,5,185,75,Left,RM,71,2.8,24000.0,5.8
29,62,0,188,79,Right,ST,62,0.4,2000.0,0.58
26,69,2,191,89,Left,CB,67,1.1,6000.0,2.2
18,63,13,176,71,Right,LWB,50,0.1,500.0,0.238
31,64,0,187,82,Right,GK,64,0.3,750.0,0.465
17,80,19,169,55,Right,CM,61,0.825,500.0,2.2
30,72,0,180,70,Left,RM,72,2.3,7000.0,3.3
23,81,5,175,65,Right,LW,76,11.5,36000.0,22.7
18,73,18,179,72,Right,CDM,55,0.3,500.0,0.848
18,56,5,172,67,Right,CM,51,0.0,0.0,0.0
19,76,17,180,77,Right,ST,59,0.575,1000.0,1.4
20,68,10,172,71,Right,ST,58,0.45,6000.0,0.0
28,62,0,196,82,Right,CB,62,0.35,3000.0,0.613
24,65,5,178,73,Right,CDM,60,0.35,1000.0,0.499
17,74,20,173,68,Right,CAM,54,0.3,550.0,0.87
23,73,6,180,80,Right,ST,67,1.6,8000.0,0.0
21,81,12,181,86,Right,CB,69,3.2,4000.0,5.8
25,83,3,187,83,Right,RB,80,25.5,34000.0,55.5
20,78,14,191,89,Right,GK,64,1.2,2000.0,2.6
21,74,7,187,84,Right,CB,67,1.9,3000.0,3.4
19,68,14,187,72,Right,ST,54,0.25,500.0,0.469
18,77,19,185,70,Left,LB,58,0.5,3000.0,0.0
33,66,0,178,78,Left,CB,66,0.4,4000.0,0.86
25,75,1,176,74,Right,RM,74,5.0,23000.0,9.4
23,68,7,185,79,Right,GK,61,0.55,500.0,0.853
28,68,1,187,75,Right,CB,67,0.975,7000.0,1.6
20,71,12,184,75,Right,CM,59,0.55,650.0,0.798
27,73,0,171,68,Left,CAM,73,3.0,50000.0,0.0
18,66,14,179,70,Left,CM,52,0.18,500.0,0.374
23,79,5,168,73,Right,CAM,74,6.5,19000.0,12.2
22,59,11,181,75,Right,CDM,48,0.1,700.0,0.145
31,63,0,175,66,Right,RB,63,0.35,2000.0,0.473
25,73,3,171,73,Left,ST,70,2.1,8000.0,3.3
23,75,6,178,73,Right,LM,69,2.2,4000.0,5.1
33,64,0,178,83,Left,ST,64,0.375,4000.0,0.656
19,76,10,177,69,Right,ST,66,1.9,2000.0,2.8
21,78,8,185,79,Left,LB,70,3.4,4000.0,5.8
23,83,6,168,65,Right,LW,77,16.5,17000.0,26.4
21,75,11,190,80,Right,RB,64,1.3,700.0,2.3
23,70,6,177,70,Right,CAM,64,0.925,750.0,1.6
21,78,10,186,75,Right,CB,68,2.5,2000.0,4.3
20,73,14,183,75,Right,ST,59,0.55,5000.0,1.3
18,57,7,168,65,Right,CM,50,0.09,550.0,0.176
19,76,16,172,68,Right,ST,60,0.65,3000.0,1.4
34,74,0,186,80,Right,CDM,74,1.4,950.0,3.1
25,82,3,175,72,Right,CM,79,23.0,53000.0,40.8
18,73,17,191,78,Right,GK,56,0.325,500.0,0.691
22,73,8,180,72,Right,ST,65,1.6,6000.0,0.0
19,72,10,185,75,Left,CM,62,0.85,900.0,1.5
29,82,0,170,69,Left,LB,82,27.0,72000.0,44.6
21,68,6,191,84,Left,CB,62,0.575,1000.0,1.3
29,63,0,180,77,Right,CAM,63,0.475,500.0,1.0
21,68,6,178,67,Left,ST,62,0.65,3000.0,1.1
28,59,0,173,72,Left,RM,59,0.23,5000.0,0.38
18,71,15,185,77,Right,CAM,56,0.325,500.0,0.674
31,62,0,182,78,Right,CDM,62,0.275,500.0,0.371
26,78,1,179,68,Right,ST,77,12.5,65000.0,0.0
22,73,7,182,68,Left,LM,66,1.7,4000.0,2.8
19,74,16,172,68,Right,LW,58,0.525,1000.0,1.1
19,71,15,176,71,Right,CM,56,0.35,500.0,0.0
27,75,0,181,78,Right,CF,75,6.0,41000.0,0.0
35,79,0,183,79,Right,CAM,79,2.5,80000.0,0.0
18,67,11,186,95,Right,ST,56,0.3,1000.0,0.585
32,64,0,191,83,Right,CB,64,0.375,2000.0,0.581
18,73,14,186,90,Right,GK,59,0.45,500.0,0.934
25,83,2,175,78,Left,LB,81,29.5,82000.0,58.3
24,63,3,185,74,Right,RM,60,0.325,2000.0,0.658
30,72,0,194,92,Right,CB,72,1.9,16000.0,3.4
17,83,22,187,70,Right,ST,61,1.0,500.0,2.4
26,68,3,182,74,Right,RB,65,0.85,1000.0,1.3
26,68,0,169,66,Right,CAM,68,1.3,4000.0,2.0
19,83,13,164,58,Right,RW,70,3.8,500.0,10.4
34,67,0,175,75,Right,ST,67,0.5,500.0,1.1
22,69,7,188,76,Right,CB,62,0.75,800.0,1.3
31,81,0,183,77,Right,CM,81,21.0,19000.0,42.0
24,68,5,170,68,Left,LB,63,0.675,1000.0,1.1
35,58,0,176,75,Right,CDM,58,0.06,500.0,0.093
27,84,1,195,94,Right,CB,83,36.5,67000.0,64.8
25,64,3,183,75,Left,LB,61,0.4,2000.0,0.81
19,80,17,170,64,Right,LM,63,1.2,2000.0,2.6
18,90,7,173,70,Right,CM,83,68.5,60000.0,154.1
20,65,14,175,68,Right,LM,51,0.14,2000.0,0.319
40,72,0,193,87,Left,ST,72,0.0,650.0,0.0
19,77,17,185,79,Right,CDM,60,0.6,1000.0,1.2
17,78,19,167,65,Right,RW,59,0.55,500.0,1.5
18,80,14,186,74,Right,CB,66,1.9,1000.0,4.0
19,66,12,170,70,Right,CM,54,0.25,1000.0,0.438
20,82,12,170,67,Left,RM,70,3.8,4000.0,6.5
31,68,0,185,79,Right,CM,68,1.0,32000.0,0.0
21,69,7,175,75,Left,CB,62,0.75,2000.0,1.8
21,78,11,178,66,Right,CB,67,2.1,500.0,5.0
24,74,6,188,88,Right,GK,68,1.5,7000.0,3.5
24,71,5,174,68,Right,CM,66,1.3,7000.0,0.0
18,66,16,165,65,Left,LB,50,0.11,500.0,0.217
20,72,15,189,72,Right,GK,57,0.35,1000.0,0.726
38,76,0,193,88,Right,ST,76,0.65,40000.0,0.0
21,66,8,180,72,Right,ST,58,0.45,3000.0,0.765
19,78,11,187,80,Right,LM,67,2.2,2000.0,4.3
24,56,6,182,76,Right,GK,50,0.06,500.0,0.105
23,76,9,180,70,Left,RW,67,2.3,500.0,5.5
19,70,15,178,76,Right,CM,55,0.3,500.0,0.563
26,64,1,188,82,Left,ST,63,0.575,4000.0,1.3
31,68,0,180,73,Right,CB,68,0.825,500.0,1.8
24,87,4,187,81,Right,ST,83,52.5,130000.0,101.1
28,68,0,177,69,Right,CM,68,1.2,14000.0,2.0
19,67,13,174,65,Right,CDM,54,0.24,1000.0,0.57
17,75,20,181,68,Right,RWB,55,0.325,500.0,0.731
25,84,3,188,80,Left,CB,81,30.5,21000.0,45.0
32,74,0,171,64,Left,RM,74,3.3,18000.0,5.4
21,75,10,190,82,Right,CB,65,1.5,2000.0,3.0
24,67,6,178,77,Right,ST,61,0.525,900.0,0.945
36,71,0,179,77,Right,CDM,71,0.375,4000.0,0.581
21,69,7,172,57,Right,RWB,62,0.775,1000.0,1.3
24,74,5,178,66,Left,ST,69,2.1,13000.0,4.1
21,65,7,179,80,Right,CM,58,0.4,500.0,0.94
17,72,12,175,62,Right,CM,60,0.55,500.0,1.3
21,80,8,181,74,Right,RB,72,5.0,9000.0,8.0
17,74,12,178,76,Right,ST,62,0.925,500.0,2.2
17,70,20,182,83,Right,ST,50,0.13,500.0,0.358
34,61,0,182,76,Right,CB,61,0.11,1000.0,0.193
19,74,11,182,69,Right,CM,63,1.0,3000.0,0.0
17,70,19,173,60,Right,RB,51,0.14,500.0,0.305
33,68,0,201,96,Left,GK,68,0.4,500.0,0.88
21,68,6,179,69,Right,LM,62,0.65,3000.0,1.1
27,63,1,175,75,Right,CDM,62,0.4,3000.0,0.89
21,78,7,182,67,Left,CM,71,3.8,7000.0,6.5
26,69,1,180,76,Right,CF,68,1.4,11000.0,0.0
17,73,18,190,70,Right,CB,55,0.3,500.0,0.623
18,75,12,170,60,Right,GK,63,0.975,500.0,2.3
26,70,3,201,96,Right,GK,67,1.0,3000.0,1.5
19,72,12,180,75,Right,RM,60,0.575,750.0,1.1
21,82,8,168,67,Right,RW,74,9.5,7000.0,15.7
26,67,3,188,83,Right,GK,64,0.6,1000.0,0.795
32,65,0,175,78,Right,CDM,65,0.475,4000.0,0.831
31,73,0,172,67,Right,RB,73,2.2,60000.0,4.1
24,74,4,175,71,Right,CDM,70,2.1,7000.0,0.0
22,74,10,193,86,Right,GK,64,1.1,2000.0,2.4
19,88,11,165,57,Right,CAM,77,23.0,550.0,52.9
20,62,10,181,80,Left,LWB,52,0.17,700.0,0.332
31,72,0,183,70,Left,CDM,72,1.6,22000.0,3.0
26,67,2,186,79,Right,CB,65,0.775,1000.0,1.3
26,74,0,178,75,Left,LM,74,4.6,8000.0,6.7
35,73,0,183,76,Right,CM,73,1.2,800.0,2.6
17,73,23,168,62,Right,CM,50,0.15,500.0,0.413
27,74,2,185,70,Right,CB,72,2.5,750.0,5.7
19,58,10,178,72,Right,ST,48,0.1,2000.0,0.175
36,79,0,190,94,Left,GK,79,1.9,8000.0,3.8
22,84,7,179,71,Right,CM,77,21.5,16000.0,34.4
21,78,10,188,75,Right,CB,68,2.5,8000.0,5.3
17,77,20,193,82,Right,GK,57,0.4,500.0,1.1
19,68,12,185,75,Left,CB,56,0.325,500.0,0.471
25,66,4,175,74,Right,CB,62,0.5,500.0,1.1
29,63,0,178,75,Right,ST,63,0.475,5000.0,0.831
23,73,8,185,81,Right,RW,65,1.6,4000.0,2.7
23,82,4,178,70,Right,CAM,78,20.0,56000.0,39.5
21,74,11,175,68,Left,CM,63,1.1,2000.0,1.9
27,59,0,183,80,Right,ST,59,0.24,1000.0,0.3
20,84,11,190,74,Left,LB,73,6.5,12000.0,11.1
28,69,1,182,71,Right,CB,68,1.1,5000.0,1.8
20,61,8,190,80,Right,GK,53,0.18,1000.0,0.351
23,73,6,183,78,Right,ST,67,1.6,500.0,3.8
26,69,4,196,77,Right,GK,65,0.775,2000.0,1.4
17,69,16,170,58,Right,CAM,53,0.23,500.0,0.431
31,80,0,178,68,Right,RB,80,15.5,125000.0,31.8
21,70,9,170,60,Left,LB,61,0.7,3000.0,1.3
27,63,1,176,71,Right,CDM,62,0.4,500.0,0.89
26,70,3,180,79,Right,CDM,67,1.2,500.0,2.7
23,74,9,184,71,Right,RB,65,1.5,2000.0,2.7
20,80,15,182,80,Right,ST,65,1.7,4000.0,4.3
22,59,7,183,75,Right,GK,52,0.14,750.0,0.203
21,65,10,180,72,Left,CM,55,0.275,1000.0,0.481
23,69,4,175,64,Right,CB,65,0.925,500.0,2.0
20,81,14,180,65,Left,LB,67,2.3,2000.0,4.9
36,70,0,190,80,Right,GK,70,0.18,22000.0,0.333
24,66,3,182,80,Left,RW,63,0.65,1000.0,0.861
29,79,0,177,69,Right,RWB,79,15.5,68000.0,29.5
20,70,12,185,78,Left,CB,58,0.45,2000.0,1.0
22,84,9,185,81,Right,GK,75,11.0,24000.0,22.0
27,75,1,196,77,Right,GK,74,3.6,22000.0,7.1
22,73,6,169,65,Right,RW,67,1.6,5000.0,2.7
17,66,13,187,70,Right,ST,53,0.22,650.0,0.523
20,74,10,170,70,Left,LB,64,0.65,750.0,1.0
21,74,9,180,75,Right,CM,65,1.6,3000.0,3.4
27,77,4,188,82,Right,GK,73,3.2,18000.0,6.3
28,62,0,191,87,Left,CB,62,0.25,500.0,0.363
20,68,8,168,64,Right,LM,60,0.55,500.0,1.3
19,71,11,187,75,Left,CB,60,0.5,1000.0,0.85
42,73,0,187,88,Right,GK,73,0.35,5000.0,0.525
20,60,9,175,68,Right,LM,51,0.13,500.0,0.202
26,63,2,183,70,Right,CB,61,0.35,3000.0,0.639
21,77,7,186,70,Right,CM,70,3.2,8000.0,7.0
26,69,3,188,82,Right,CB,66,1.0,2000.0,2.1
25,82,4,184,76,Left,CM,78,19.5,38000.0,38.5
29,65,0,175,73,Right,RB,65,0.625,500.0,1.3
30,61,0,178,67,Right,ST,61,0.325,2000.0,0.569
21,62,9,175,68,Right,CM,53,0.21,500.0,0.305
20,74,12,176,72,Left,LWB,62,0.925,2000.0,1.6
19,79,12,188,82,Right,CB,67,2.3,500.0,5.4
20,69,14,180,75,Right,CM,55,0.3,500.0,0.818
24,73,4,183,78,Left,LWB,69,1.9,15000.0,3.8
40,80,0,195,102,Right,ST,80,0.0,0.0,0.0
26,63,1,185,75,Right,ST,62,0.475,500.0,1.1
24,90,3,178,68,Left,CAM,87,109.0,170000.0,209.8
19,76,11,178,67,Right,CM,65,1.5,2000.0,0.0
29,76,0,165,62,Left,LM,76,7.5,24000.0,15.8
20,85,9,165,53,Right,CAM,76,16.5,650.0,39.6
21,67,8,183,75,Right,CAM,59,0.5,1000.0,0.975
30,63,0,182,76,Left,RM,63,0.475,1000.0,0.831
34,70,0,197,98,Right,GK,70,0.275,6000.0,0.44
21,70,13,188,70,Right,GK,57,0.35,800.0,0.779
28,71,0,187,81,Left,CB,71,1.6,700.0,3.5
23,74,7,177,70,Left,CAM,67,2.0,3000.0,3.9
17,60,8,185,75,Right,GK,52,0.14,500.0,0.273
17,79,21,185,74,Right,LW,58,0.65,500.0,1.6
19,82,13,179,75,Left,CM,69,3.3,18000.0,8.3
20,73,9,180,80,Right,CDM,64,1.2,1000.0,2.0
30,75,0,186,80,Right,CB,75,4.6,36000.0,8.3
26,75,3,172,73,Left,LB,72,2.8,900.0,6.4
21,83,8,181,78,Right,CDM,75,12.0,10000.0,0.0
18,70,20,191,74,Right,GK,50,0.11,500.0,0.275
20,67,7,175,75,Right,RM,60,0.475,500.0,1.1
21,72,9,173,68,Right,CAM,63,1.1,2000.0,1.9
29,79,0,184,85,Right,CDM,79,15.0,68000.0,28.5
20,70,12,184,77,Right,CM,58,0.5,950.0,0.725
27,69,0,173,69,Right,CDM,69,1.3,500.0,2.9
30,72,0,179,70,Right,CM,72,2.2,600.0,4.8
29,71,0,171,75,Right,RB,71,1.6,6000.0,2.4
19,70,12,187,76,Right,CB,58,0.45,1000.0,0.788
17,80,21,179,75,Left,LB,59,0.675,500.0,1.6
20,65,14,185,80,Right,GK,51,0.12,1000.0,0.297
17,80,18,176,67,Left,CAM,62,1.0,500.0,2.8
26,77,3,187,73,Right,CB,74,4.9,5000.0,7.2
22,72,9,182,81,Right,CB,63,1.0,500.0,2.4
18,75,15,171,69,Right,LM,60,0.575,850.0,1.2
22,70,8,180,72,Left,LM,62,0.9,2000.0,1.5
20,66,7,189,80,Right,CDM,59,0.425,500.0,0.999
20,78,9,178,83,Left,ST,69,3.1,7000.0,0.0
25,65,1,179,63,Right,LM,64,0.7,1000.0,0.928
26,68,1,182,75,Right,CF,67,1.2,5000.0,1.7
29,76,0,178,75,Right,LM,76,7.5,15000.0,12.4
35,70,0,184,78,Right,GK,70,0.18,4000.0,0.36
20,69,11,172,63,Left,LM,58,0.45,5000.0,0.0
31,75,0,174,67,Right,CM,75,4.6,15000.0,6.9
27,64,0,180,73,Right,CM,64,0.625,1000.0,0.781
26,65,0,180,68,Right,LM,65,0.775,3000.0,1.4
23,65,4,175,72,Left,LB,61,0.425,500.0,0.946
18,73,14,165,60,Right,CAM,59,0.525,600.0,1.5
21,86,9,158,54,Left,RW,77,23.5,750.0,56.4
20,72,12,187,75,Right,GK,60,0.525,850.0,0.945
26,63,0,175,67,Right,RW,63,0.525,2000.0,0.0
29,74,0,178,70,Right,RM,74,4.1,31000.0,7.8
25,83,4,190,86,Right,CB,79,22.0,89000.0,43.5
23,72,6,172,68,Left,CAM,66,1.4,3000.0,2.3
30,80,0,185,78,Left,LB,80,18.0,56000.0,30.6
21,84,10,179,70,Right,CM,74,9.5,40000.0,18.1
17,74,14,180,75,Right,ST,60,0.575,500.0,1.3
27,72,0,190,85,Left,ST,72,2.5,25000.0,4.3
21,74,11,179,71,Right,LM,63,1.1,1000.0,1.9
23,72,4,188,79,Right,GK,68,1.4,3000.0,3.1
27,63,0,173,68,Right,LM,63,0.5,3000.0,0.75
20,78,11,182,76,Left,CB,67,2.1,3000.0,3.8
24,72,1,172,61,Right,CB,71,2.0,500.0,4.4
26,74,2,188,83,Right,GK,72,2.2,18000.0,4.3
20,74,14,194,83,Right,GK,60,0.525,500.0,1.5
22,75,7,175,73,Left,CAM,68,2.5,4000.0,4.3
19,72,17,179,70,Left,LWB,55,0.325,500.0,0.609
24,79,6,189,84,Right,GK,73,3.9,5000.0,9.0
20,68,11,183,75,Left,CB,57,0.325,2000.0,0.536
26,66,0,181,74,Right,RM,66,0.925,3000.0,1.5
26,66,1,188,78,Right,ST,65,0.85,6000.0,1.6
28,78,2,196,85,Right,GK,76,6.5,14000.0,12.2
33,70,0,184,78,Right,CB,70,0.75,8000.0,1.5
21,65,11,169,60,Left,LB,54,0.23,3000.0,0.0
22,61,7,193,89,Right,GK,54,0.19,500.0,0.342
21,82,9,179,68,Right,LM,73,7.0,24000.0,13.3
26,77,3,186,75,Right,CB,74,4.9,39000.0,9.2
20,82,11,181,82,Right,ST,71,4.1,43000.0,0.0
36,70,0,188,90,Right,GK,70,0.18,2000.0,0.225
31,73,0,189,88,Left,ST,73,1.5,30000.0,0.0
21,70,9,176,75,Right,CM,61,0.0,0.0,0.0
22,65,5,194,77,Right,CB,60,0.35,500.0,0.779
24,78,5,174,65,Right,LB,73,4.3,550.0,9.8
27,84,1,186,81,Right,CB,83,36.5,95000.0,64.8
24,62,5,175,58,Left,LM,57,0.25,1000.0,0.381
27,78,0,182,71,Right,LW,78,15.0,1000.0,33.0
18,69,12,170,67,Right,CM,57,0.375,550.0,0.731
30,69,0,184,81,Left,CB,69,1.1,550.0,2.4
32,70,0,180,70,Right,CM,70,1.3,9000.0,2.0
20,70,10,186,77,Left,LB,60,0.525,2000.0,1.2
22,92,6,183,70,Right,LW,86,109.0,95000.0,207.1
19,74,11,168,62,Right,RB,63,1.0,750.0,1.5
23,72,6,180,75,Right,ST,66,1.4,12000.0,0.0
19,74,16,171,65,Right,CM,58,0.525,6000.0,1.3
22,64,9,181,80,Right,GK,55,0.25,3000.0,0.475
32,69,0,183,83,Left,ST,69,1.1,5000.0,1.7
31,71,0,172,74,Right,LB,71,1.4,15000.0,2.8
20,82,7,189,81,Right,CB,75,10.5,28000.0,22.1
23,70,5,175,66,Right,LM,65,1.1,8000.0,0.0
24,74,3,186,74,Right,GK,71,2.0,7000.0,3.9
37,71,0,188,85,Right,GK,71,0.21,26000.0,0.399
21,78,8,193,80,Right,CB,70,3.3,16000.0,0.0
33,61,0,180,73,Left,LWB,61,0.17,2000.0,0.298
21,68,9,187,78,Right,CB,59,0.475,8000.0,0.0
19,66,12,185,77,Right,RB,54,0.24,500.0,0.42
25,63,3,186,78,Right,CB,60,0.3,1000.0,0.458
23,70,5,176,68,Right,CAM,65,1.1,2000.0,2.4
19,71,12,187,80,Left,CB,59,0.5,700.0,0.85
18,78,14,183,74,Right,RB,64,1.3,1000.0,2.8
21,84,8,191,80,Right,CB,76,15.5,34000.0,29.5
23,74,7,182,73,Right,ST,67,2.1,4000.0,0.0
22,67,9,179,71,Left,CM,58,0.45,850.0,0.653
19,62,11,177,70,Right,CM,51,0.13,500.0,0.189
20,69,14,180,75,Left,LWB,55,0.3,2000.0,0.668
19,76,13,164,54,Left,RW,63,1.1,1000.0,2.7
18,70,18,180,75,Right,CM,52,0.2,500.0,0.375
18,74,18,185,60,Right,ST,56,0.375,3000.0,0.947
18,65,13,185,78,Right,CDM,52,0.17,600.0,0.353
20,87,8,178,65,Right,CB,79,36.0,700.0,82.8
20,65,10,175,61,Right,LM,55,0.275,1000.0,0.481
31,69,0,180,77,Right,RM,69,1.2,7000.0,2.1
20,66,7,172,70,Right,CDM,59,0.425,500.0,0.999
29,76,0,185,80,Right,ST,76,7.5,36000.0,12.8
19,80,17,184,78,Right,CB,63,1.2,8000.0,3.0
22,79,8,188,80,Right,ST,71,4.2,8000.0,6.5
18,75,20,175,68,Right,CM,55,0.35,500.0,0.788
35,66,0,190,78,Right,CB,66,0.23,4000.0,0.437
36,79,0,179,72,Right,CAM,79,4.2,2000.0,9.3
29,74,1,183,80,Right,CB,73,2.8,10000.0,4.7
20,68,8,188,80,Right,CDM,60,0.5,2000.0,0.0
23,71,9,192,85,Right,CB,62,0.825,800.0,1.2
17,69,17,182,74,Right,ST,52,0.2,500.0,0.415
22,66,4,178,72,Right,CM,62,0.575,2000.0,1.0
20,77,12,185,78,Right,ST,65,1.7,1000.0,3.0
18,64,11,185,70,Right,ST,53,0.2,1000.0,0.39
19,63,8,170,61,Right,RM,55,0.275,500.0,0.646
24,78,5,188,76,Right,CB,73,4.2,28000.0,8.7
16,83,25,173,66,Right,CM,58,0.625,1000.0,1.8
25,55,3,180,80,Right,RB,52,0.1,500.0,0.143
18,70,12,177,70,Right,RB,58,0.45,500.0,0.878
18,68,13,175,68,Right,RW,55,0.3,500.0,0.653
20,77,11,186,75,Right,ST,66,1.9,2000.0,0.0
25,73,5,171,69,Right,CDM,68,1.0,10000.0,1.7
27,78,1,178,72,Right,CDM,77,11.0,90000.0,0.0
24,82,5,187,85,Right,CB,77,14.5,29000.0,28.6
22,72,10,175,69,Left,LB,62,0.85,2000.0,1.2
30,72,0,180,77,Right,ST,72,2.3,7000.0,3.3
20,82,8,190,75,Right,CM,74,9.0,6000.0,15.3
19,64,11,173,65,Right,RM,53,0.2,1000.0,0.39
18,77,11,180,80,Right,CB,66,1.7,650.0,3.0
19,66,13,193,89,Right,ST,53,0.22,850.0,0.468
22,63,10,188,84,Right,CB,53,0.2,1000.0,0.34
21,70,8,169,63,Right,RWB,62,0.85,2000.0,1.4
25,70,1,169,66,Left,LM,69,1.2,10000.0,0.0
22,84,9,188,85,Left,CB,75,12.0,33000.0,22.8
26,70,3,181,79,Right,CB,67,1.2,9000.0,2.4
28,79,0,173,66,Right,CM,79,17.5,75000.0,33.3
22,70,6,177,71,Left,LB,64,0.875,500.0,2.1
19,67,11,175,65,Right,LM,56,0.3,600.0,0.435
31,79,0,184,75,Right,ST,79,15.0,34000.0,28.5
20,79,12,172,64,Right,ST,67,2.5,10000.0,0.0
19,74,15,178,66,Left,CM,59,0.525,500.0,0.984
21,63,11,178,64,Left,LB,52,0.17,1000.0,0.315
28,71,0,182,78,Right,LW,71,1.9,7000.0,2.9
21,68,10,173,68,Left,RM,58,0.45,1000.0,0.698
18,73,14,173,67,Right,RM,59,0.525,600.0,1.1
16,69,18,192,83,Right,GK,51,0.13,500.0,0.244
26,55,0,179,79,Left,ST,55,0.14,500.0,0.217
17,74,18,182,75,Right,GK,56,0.325,500.0,0.788
17,77,20,178,72,Right,CB,57,0.425,500.0,1.1
19,69,12,176,69,Right,ST,57,0.4,1000.0,0.76
19,70,14,176,68,Right,CDM,56,0.325,1000.0,0.853
27,75,0,180,60,Right,ST,75,6.0,900.0,12.6
38,62,0,188,80,Right,GK,62,0.045,500.0,0.056
17,81,19,176,69,Right,LW,62,1.0,2000.0,0.0
21,68,9,193,87,Right,GK,59,0.45,500.0,1.1
21,75,7,179,64,Right,RB,68,2.3,5000.0,0.0
22,75,5,175,67,Left,LB,70,2.3,7000.0,3.6
21,84,11,171,64,Right,ST,73,7.0,600.0,16.8
19,81,16,184,78,Right,CB,65,1.7,500.0,4.8
35,63,0,195,90,Right,GK,63,0.05,2000.0,0.088
28,77,0,184,81,Right,CM,77,10.5,36000.0,17.9
30,66,0,179,72,Right,LM,66,0.825,4000.0,1.3
33,74,0,180,83,Right,LW,74,2.6,16000.0,4.0
21,68,7,178,74,Right,LW,61,0.675,3000.0,0.0
17,68,17,175,68,Left,LM,51,0.15,500.0,0.281
18,69,15,190,81,Left,CB,54,0.23,900.0,0.604
26,72,4,188,84,Left,CB,68,1.5,5000.0,2.3
23,69,4,188,86,Right,ST,65,1.0,500.0,2.2
30,64,0,181,75,Right,CDM,64,0.5,2000.0,0.875
26,67,1,176,67,Right,CM,66,1.0,3000.0,1.5
20,68,10,180,76,Right,CDM,58,0.425,1000.0,0.701
20,67,6,175,70,Right,LM,61,0.5,3000.0,0.95
23,73,9,176,70,Right,CM,64,1.3,950.0,2.3
24,70,2,169,69,Right,LM,68,1.6,3000.0,2.1
17,70,17,180,65,Right,ST,53,0.24,500.0,0.498
22,80,6,183,72,Left,LB,74,6.5,16000.0,11.1
19,65,14,184,75,Right,GK,51,0.12,500.0,0.285
29,77,0,163,68,Right,CB,77,9.0,900.0,18.9
17,76,12,176,69,Left,LW,64,1.3,950.0,3.1
26,76,1,181,76,Right,ST,75,6.5,1000.0,14.8
22,80,4,183,79,Left,CM,76,11.0,21000.0,19.5
18,77,14,171,61,Right,CAM,63,1.1,500.0,3.1
24,73,6,186,84,Right,LW,67,1.6,2000.0,3.7
24,67,4,183,76,Right,CDM,63,0.625,1000.0,0.891
19,83,11,185,78,Right,CM,72,5.0,11000.0,10.0
19,85,8,165,60,Right,GK,77,19.5,500.0,44.9
19,74,11,191,77,Left,CB,63,0.975,2000.0,1.7
25,71,5,190,72,Left,CB,66,1.1,2000.0,2.0
22,64,9,177,70,Right,ST,55,0.275,3000.0,0.509
34,68,0,172,70,Right,ST,68,0.475,5000.0,0.736
24,65,7,193,89,Left,CB,58,0.375,2000.0,0.544
22,58,8,183,71,Right,CB,50,0.1,1000.0,0.175
21,71,12,172,63,Right,LM,59,0.55,800.0,1.1
18,80,14,180,78,Right,RB,66,1.9,700.0,3.9
28,70,0,171,79,Right,CDM,70,1.4,5000.0,2.0
27,84,0,184,79,Left,LB,84,40.5,105000.0,74.9
23,66,7,177,75,Left,LB,59,0.425,500.0,0.744
23,76,6,180,83,Left,ST,70,2.5,5000.0,5.8
26,73,3,189,81,Right,CB,70,1.8,22000.0,3.7
20,67,10,173,64,Left,CAM,57,0.35,500.0,0.823
27,62,0,177,73,Right,LWB,62,0.375,2000.0,0.656
20,79,12,179,74,Left,RW,67,2.5,13000.0,4.8
28,69,0,179,75,Right,CB,69,1.2,4000.0,1.7
18,69,10,177,70,Right,LW,59,0.475,3000.0,0.0
29,71,1,185,82,Right,GK,70,1.2,7000.0,2.5
21,85,7,180,73,Left,LB,78,27.0,19000.0,62.1
29,73,0,182,76,Right,ST,73,3.0,1000.0,6.6
20,58,8,180,75,Right,CB,50,0.045,2000.0,0.0
23,82,6,180,75,Right,ST,76,12.0,14000.0,26.4
29,68,0,178,77,Right,RM,68,1.2,7000.0,2.6
17,74,23,168,70,Right,CM,51,0.18,500.0,0.495
29,80,0,172,75,Left,LM,80,20.5,85000.0,0.0
18,72,18,177,71,Right,RB,54,0.25,600.0,0.656
20,70,11,181,70,Right,ST,59,0.5,3000.0,0.9
38,61,0,175,74,Right,RB,61,0.07,500.0,0.151
20,69,10,183,75,Right,CB,59,0.45,3000.0,0.0
31,65,0,182,80,Left,LB,65,0.525,2000.0,0.761
20,85,8,181,71,Right,RB,77,22.0,57000.0,46.2
24,69,7,182,75,Right,ST,62,0.8,500.0,1.9
28,67,0,185,70,Right,LW,67,1.0,3000.0,1.3
23,75,7,181,73,Left,LWB,68,2.3,4000.0,5.3
18,73,16,187,77,Left,CF,57,0.425,550.0,0.839
